make,model,year,esc_consensus,T_assign
SUZUKI,DR-Z110,2003,not_found,
UNITED MOTORS OF AMERICA,ON ROAD MOTORCYCLE,2007,not_found,
KOVATCH MOBILE EQUIPMENT,KOVATCH MOBILE EQUIPMENT,2004,not_found,
WESTERN STAR,4900,2003,not_found,
STERLING TRUCK,LC SERIES CAR HAULER,2006,not_found,
CHUNFENG HOLDING GROUP HANGZHOU MOTORCYCLES,CHUNFENG HOLDING GROUP HANGZHOU MOTORCYCLES,2008,not_found,
YAMAHA,XV1700PC/PCC/SPC/SPCC ROAD STAR WARRIOR,2003,not_found,
GENUINE SCOOTERS,BUDDY 125,2008,not_found,
MACK,MR,2000,not_found,
FREIGHTLINER,FL60,2002,not_found,
HONDA,TRX650FA (FOURTRAX RINCON),2003,not_found,
FORD,F-750,2007,not_found,
HONDA,ST1100,2002,not_found,
YAMAHA,XVS1100/A/AC/C/V-STAR 1100,2000,not_found,
INTERNATIONAL,L9357,2006,not_found,
YAMAHA,FZ1-S/FZ1-SC/FZ-1,2006,not_found,
IC BUS,PB305,2005,not_found,
PETERBILT,325,2009,not_found,
HARLEY DAVIDSON,FLHTPI / ELECTRA GLIDE STANDARD POLICE,2006,not_found,
TOYOTA,4-RUNNER,2009,not_found,
PREVOST,H3 COACH,2007,not_found,
VOLVO TRUCK,VHD,2008,not_found,
NISSAN,350Z,2009,Optional,
HARLEY DAVIDSON,FLHTC / ELECTRA GLIDE CLASSIC,2001,not_found,
HARLEY DAVIDSON,FXDL / DYNA LOW RIDER,2009,not_found,
BLUE BIRD,WANDERLODGE,2005,not_found,
VOLKSWAGEN,GTI,2006,not_found,
UD,UD2000,2006,not_found,
INTERNATIONAL,RA027,2004,not_found,
HONDA,VT1100T (SHADOW ACE TOURER),2000,not_found,
TEREX ADVANCE MIXER,TEREX ADVANCE MIXER,2007,not_found,
SUZUKI,DR-Z400S,2009,not_found,
FORD,F-750,2000,not_found,
HARLEY DAVIDSON,CVO ROAD GLIDE 3,2009,not_found,
SUZUKI,GSX600FK,2004,not_found,
HARLEY DAVIDSON,SPORTSTER 1200 CUSTOM,2010,not_found,
MAZDA,B-SERIES,2006,No,0.0
ZNEN,ZNEN,2008,not_found,
FREIGHTLINER,MT 55 CHASSIS,2008,not_found,
INTERNATIONAL,SA625,2007,not_found,
VOLVO,V50,2005,Optional,
MERCEDES-BENZ,CL-CLASS,2010,Standard,1.0
YAMAHA,XV1700PC/XV1700PCC/WARRIOR,2004,not_found,
ACURA,ZDX,2010,Standard,1.0
PIAGGIO AND VESPA,GT,2006,not_found,
SUZUKI,DR-Z400SML,2006,not_found,
HONDA,VTX1800T2/VTX1800T,2007,not_found,
MITSUBISHI FUSO,FM64F,2006,not_found,
FORD,EXPLORER SPORT TRAC,2010,Standard,1.0
KENWORTH,T2000,2004,not_found,
FORD,F-750,2003,not_found,
YAMAHA,YZF600R/YZF600RC,2005,not_found,
PETERBILT,385,2003,not_found,
ORION BUS,ORION VII,2005,not_found,
HONDA,TRX350FE (FOURTRAX RANCHER),2000,not_found,
AUDI,A8,2008,not_found,
YAMAHA,TW200/TW200C,2003,not_found,
INFINITI,M45,2004,Standard,1.0
HONDA,XR650,2010,not_found,
HARLEY DAVIDSON,XLH 883,2007,not_found,
TAIWAN GOLDEN BEE,DELIVERY,2004,not_found,
BMW,550I,2010,not_found,
VOLKSWAGEN,PHAETON,2004,Standard,1.0
INTERNATIONAL,SF525,2010,not_found,
BUELL,XB12SCG,2005,not_found,
FREIGHTLINER,MT 45 CHASSIS,2001,not_found,
COUNTRY COACH,AFFINITY,2002,not_found,
MACK,LE,2007,not_found,
CHEVROLET,BLAZER,2005,No,0.0
TOYOTA,LAND CRUISER,2002,not_found,
HONDA,CRF230,2006,not_found,
KAWASAKI,ZRX 1200R,2003,not_found,
SUZUKI,GRAND VITARA,2010,Standard,1.0
STERLING TRUCK,M8500 ACTERRA,2001,not_found,
VOLVO,C70,2001,not_found,
APRILIA,SCARABEO 500,2007,not_found,
HARLEY DAVIDSON,DYNA SUPER GLIDE SPORT,2001,not_found,
TOYOTA,MR2,2004,No,0.0
BENZHOU VEHICLE INDUSTRY GROUP CO.,SCOOTER,2006,not_found,
BMW,F 650 GS,2005,not_found,
HARLEY DAVIDSON,V-ROD MUSCLE,2009,not_found,
PETERBILT,378,2002,not_found,
HARLEY DAVIDSON,SPORTSTER 883 CUSTOM,2002,not_found,
HARLEY DAVIDSON,FXDLI / DYNA LOW RIDER,2005,not_found,
YAMAHA,YZ250F,2008,not_found,
KAWASAKI,NINJA ZX-10R,2009,not_found,
SATURN,RELAY,2007,Standard,1.0
JAGUAR,X-TYPE,2008,Standard,1.0
VOLVO,S60,2000,not_found,
BMW,M3,2003,not_found,
AMERICAN IRONHORSE MOTORCYCLES,ROADSTER/OUTLAW,2004,not_found,
HARLEY DAVIDSON,FXDL / DYNA LOW RIDER,2000,not_found,
SUZUKI,SV650,2000,not_found,
HARLEY DAVIDSON,FAT BOY,2004,not_found,
HONDA,SH150I,2010,not_found,
LEXUS,LX,2008,not_found,
BMW,M5,2007,not_found,
DUCATI,M750,2001,not_found,
BUELL,BLAST,2001,not_found,
INTERNATIONAL,SF647,2010,not_found,
THOMAS BUILT,ER TRANSIT (ENGINE REAR),2001,not_found,
HONDA,ST1300,2003,not_found,
KAWASAKI,CONCOURS,2005,not_found,
INTERNATIONAL,9900I,2003,not_found,
FREIGHTLINER,"NEW CASCADIA 126"" SLEEPERCAB",2001,not_found,
INTERNATIONAL,7300,2003,not_found,
KAWASAKI,ZRX 1100,2000,not_found,
"TIFFIN MOTORHOMES, INC",PHAETON,2008,not_found,
SUZUKI,VS800,2000,not_found,
KAWASAKI,VERSYS,2008,not_found,
KAWASAKI,KX250F,2006,not_found,
HONDA,VT1100C (SHADOW SPIRIT 1100),2004,not_found,
HARLEY DAVIDSON,NIGHT ROD SPECIAL,2008,not_found,
TRIUMPH,SPRINT,2005,not_found,
KAWASAKI,NINJA ZX-6R,2010,not_found,
HONDA,VTX1800R2/VTX1800R,2006,not_found,
HARLEY DAVIDSON,FXSTC,2004,not_found,
HARLEY DAVIDSON,DYNA SUPER GLIDE,2005,not_found,
FREIGHTLINER,MT 45 CHASSIS,2003,not_found,
MITSUBISHI FUSO,FH211,2005,not_found,
CHEVROLET,SONIC,2005,not_found,
SUZUKI,GSX750FK,2004,not_found,
INTERNATIONAL,7500,2005,not_found,
TRIUMPH,DAYTONA,2002,not_found,
INTERNATIONAL,9100,2000,not_found,
MEIDUO,MD50QT-3,2008,not_found,
HONDA,VTX1800C2 (VTX),2005,not_found,
STERLING TRUCK,L7500 SERIES,2008,not_found,
HARLEY DAVIDSON,FXSTD / SOFTAIL DEUCE,2001,not_found,
AUDI,A5,2008,not_found,
KAWASAKI,ZZR600,2008,not_found,
SATURN,OUTLOOK,2010,Standard,1.0
SUZUKI,LS650P,2001,not_found,
HARLEY DAVIDSON,HERITAGE SPRINGER,2000,not_found,
CHRYSLER,INTREPID,2001,not_found,
HONDA,CRF150,2006,not_found,
ROADMASTER,ROADMASTER,2003,not_found,
PETERBILT,367,2008,not_found,
POLARIS,POLARIS,2000,not_found,
SUZUKI,LS650P,2000,not_found,
FREIGHTLINER,MT 45 CHASSIS,2010,not_found,
HARLEY DAVIDSON,SOFTAIL SPRINGER,2002,not_found,
HARLEY DAVIDSON,SPORTSTER 1200 LOW,2008,not_found,
SUZUKI,VZR1800/VZR1800Z/VZR1800N,2008,not_found,
HONDA,VTX1800N3/VTX1800N,2006,not_found,
INTERNATIONAL,SA515,2007,not_found,
SUZUKI,VZ1600,2004,not_found,
PETERBILT,365,2007,not_found,
FREIGHTLINER,ARGOSY,2007,not_found,
UD,UD1300,2007,not_found,
PETERBILT,387,2003,not_found,
STERLING TRUCK,L9522,2000,not_found,
HARLEY DAVIDSON,FAT BOY SHRINE,2005,not_found,
TRIUMPH,STREET TRIPLE,2010,not_found,
VICTORY,VEGAS,2003,not_found,
UD,UD2600,2007,not_found,
SUZUKI,GSF600SK,2002,not_found,
BMW,F 650,2001,not_found,
BMW,K 1200 S,2006,not_found,
NABI,416,2010,not_found,
HARLEY DAVIDSON,NIGHT TRAIN,2006,not_found,
GMC,T-SERIES,2000,not_found,
HONDA,VTX1300R,2009,not_found,
GMC,W4,2002,not_found,
KAWASAKI,VULCAN 800,2003,not_found,
HONDA,GL1100 (GOLDWING),2001,not_found,
YAMAHA,XC125 VINO 125 / YJ125 (CANADA),2006,not_found,
WORKHORSE,W42,2008,not_found,
ISUZU,NPR,2009,not_found,
GMC,W5,2006,not_found,
HARLEY DAVIDSON,FLHTPI / ELECTRA GLIDE STANDARD POLICE,2001,not_found,
TOYOTA,LAND CRUISER,2001,not_found,
TEREX ADVANCE MIXER,TEREX ADVANCE MIXER,2008,not_found,
YAMAHA,XC125 VINO 125 / YJ125 (CANADA),2005,not_found,
KENWORTH,T2000,2000,not_found,
HONDA,CRF250,2007,not_found,
INFINITI,Q45,2003,Standard,1.0
HARLEY DAVIDSON,SOFTAIL SPRINGER,2004,not_found,
NISSAN,GT-R,2009,Standard,1.0
VICTORY,KINGPIN EIGHT BALL,2010,not_found,
HONDA,NSS250 (REFLEX),2006,not_found,
YAMAHA,FJR1300A/FJR1300AC/FJR 1300,2007,not_found,
SYM,SANYANG,2006,not_found,
GMC,C5,2003,not_found,
HONDA,VFR800A (INTERCEPTOR),2003,not_found,
INTERNATIONAL,9900I,2004,not_found,
KAWASAKI,NINJA 500R,2003,not_found,
CRANE CARRIER,LOW ENTRY,2010,not_found,
ISUZU,NQR/NRR,2010,not_found,
SMART,FORTWO,2010,Standard,1.0
FREIGHTLINER,FL112,2000,not_found,
KAWASAKI,KLX250SF,2009,not_found,
HONDA,CB600 (599),2006,not_found,
BUELL,XB9S,2003,not_found,
DUCATI,MONSTER(NAKED STANDARD BIKE),2005,not_found,
HONDA,CRF50,2006,not_found,
YAMAHA,XV1700PC/XV1700PCC/WARRIOR,2005,not_found,
MERCEDES-BENZ,SL-CLASS,2005,Standard,1.0
INTERNATIONAL,7400,2004,not_found,
KAWASAKI,NINJA 500R,2004,not_found,
HARLEY DAVIDSON,SPORTSTER 1200 ROADSTER,2005,not_found,
FREIGHTLINER,XC CHASSIS,2001,not_found,
MASERATI,GRANTURISMO,2009,not_found,
WORKHORSE,W42,2007,not_found,
KAWASAKI,VULCAN 1500,2005,not_found,
FREIGHTLINER,CST112,2004,not_found,
APRILIA,TUONO 1000,2008,not_found,
PETERBILT,385,2002,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC SHRINE,2000,not_found,
PETERBILT,384,2009,not_found,
HONDA,PILOT,2002,not_found,
WABASH NATIONAL CORPORATION,WABASH NATIONAL CORPORATION,2001,not_found,
BMW,K 1200 S,2004,not_found,
SUZUKI,RM125K,2004,not_found,
FREIGHTLINER,MC FRONT ENGINE MOTOR HOME CHASSIS,2007,not_found,
HONDA,CN250 (HELIX),2007,not_found,
INTERNATIONAL,RA027,2008,not_found,
SATURN,SKY,2007,Optional,
JAGUAR,XJ,2008,not_found,
CHEVROLET,W5,2008,not_found,
FORD,MOTORHOME CHASSIS,2006,not_found,
HONDA,CRF230,2005,not_found,
PIAGGIO AND VESPA,LX/LXV,2007,not_found,
VICTORY,TOURING,2003,not_found,
TRIUMPH,SPRINT,2008,not_found,
LIFAN INDUSTRY,LIFAN INDUSTRY,2007,not_found,
YAMAHA,FZ6-S/FZ6-SC,2000,not_found,
BMW,750LI,2010,not_found,
CHEVROLET,AVALANCHE,2001,not_found,
CHEVROLET,C6,2005,not_found,
YAMAHA,XC50 VINO CLASSIC,2009,not_found,
TOYOTA,MR2,2001,not_found,
HONDA,FSC600 (SILVER WING),2009,not_found,
INTERNATIONAL,DF597,2008,not_found,
DODGE,GRAND CARAVAN,2003,No,0.0
INTERNATIONAL,9100I,2002,not_found,
TRIUMPH,DAYTONA,2004,not_found,
AUDI,TT,2000,not_found,
SUBARU,IMPREZA,2001,not_found,
LEXUS,SC,2005,not_found,
VICTORY,TOURING,2005,not_found,
HARLEY DAVIDSON,ROAD KING SHRINE,2004,not_found,
BMW,R 1150 R,2003,not_found,
SPARTAN MOTORS CHASSIS,METRO STAR,2010,not_found,
FREIGHTLINER,FL112,2002,not_found,
HARLEY DAVIDSON,POLICE ROAD KING,2001,not_found,
HARLEY DAVIDSON,SPORTSTER 883,2008,not_found,
KAWASAKI,Z1000,2004,not_found,
HARLEY DAVIDSON,CVO ELECTRA GLIDE,2005,not_found,
IC BUS,PB205,2010,not_found,
FREIGHTLINER,FLD120,2005,not_found,
HINO,CONVENTIONAL TYPE TRUCK,2005,not_found,
INTERNATIONAL,9900I,2001,not_found,
SATURN,LW1,2001,not_found,
INTERNATIONAL,9920I,2000,not_found,
AMERICAN LAFRANCE,AMERICAN LAFRANCE CONDOR,2007,not_found,
FREIGHTLINER,FL70,2004,not_found,
HARLEY DAVIDSON,NIGHT ROD SPECIAL,2009,not_found,
INFINITI,QX56,2009,Standard,1.0
PIAGGIO AND VESPA,LX/LXV/S,2008,not_found,
INTERNATIONAL,RF027,2008,not_found,
MERCEDES-BENZ,SLK-CLASS,2008,Standard,1.0
INTERNATIONAL,SF525,2006,not_found,
BMW,M5,2003,not_found,
VOLVO,S80,2003,Optional,
HONDA,VTX1800S3/VTX1800S,2006,not_found,
KAWASAKI,NINJA ZX-9R,2000,not_found,
BUELL,XB12R,2008,not_found,
PREVOST,MOTORHOME SHELL,2006,not_found,
BLUE BIRD,ALL AMERICAN / ALL CANADA,2006,not_found,
MERCEDES-BENZ,CL-CLASS,2006,Standard,1.0
PIAGGIO AND VESPA,BV,2003,not_found,
PORSCHE,911,2007,Standard,1.0
INTERNATIONAL,DF597,2007,not_found,
BLUE BIRD,ALL AMERICAN / ALL CANADA,2005,not_found,
HONDA,VT600CD (SHADOW VLX DELUXE),2000,not_found,
FREIGHTLINER,CASCADIA,2000,not_found,
SUZUKI,SV650/SV650S,2005,not_found,
ISUZU,F6,2001,not_found,
MAZDA,RX-8,2010,Optional,
DUCATI,ST4,2001,not_found,
SUZUKI,SV650,2002,not_found,
VOLVO TRUCK,ACL,2001,not_found,
APRILIA,MANA 850,2009,not_found,
ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO,YY50QT-8/YY150T-8/YY250T-8,2009,not_found,
JAGUAR,XK8,2002,not_found,
TRIUMPH,TT600,2001,not_found,
SUZUKI,GSF1200SK/GSF1200K,2002,not_found,
HONDA,XR50,2002,not_found,
HARLEY DAVIDSON,SOFTAIL SPRINGER CLASSIC,2007,not_found,
KAWASAKI,SUPER SHERPA,2009,not_found,
LAND ROVER,LR3,2007,Standard,1.0
DUCATI,M900S4,2001,not_found,
BMW,330XI,2002,not_found,
WESTERN STAR,4900,2008,not_found,
MACK,CH,2004,not_found,
JAGUAR,XKR,2003,not_found,
KYMCO,FLAT BED SCOOTER,2002,not_found,
INTERNATIONAL,SF637,2010,not_found,
INTERNATIONAL,MA015,2004,not_found,
MACK,RB,2004,not_found,
PETERBILT,330,2002,not_found,
CHEVROLET,C5,2004,not_found,
MACK,CT,2005,not_found,
STERLING TRUCK,4500 JOB RATED,2008,not_found,
LINCOLN,MKS,2006,not_found,
STERLING TRUCK,L7500 SERIES,2003,not_found,
SUTPHEN,CUSTOM,2005,not_found,
SUZUKI,LS650,2008,not_found,
CHEVROLET,B7,2002,not_found,
GMC,W5,2004,not_found,
HONDA,CR250,2001,not_found,
SUZUKI,GSF600SK,2003,not_found,
BMW,530XIT,2006,not_found,
GMC,T-SERIES,2008,not_found,
MITSUBISHI FUSO,FE649,2002,not_found,
FREIGHTLINER,MT-55 HEV CHASSIS (HYBRID ELECTRIC VEHICLE),2010,not_found,
HONDA,VFR800 (INTERCEPTOR),2009,not_found,
BIG DOG MOTORCYCLES,K9,2008,not_found,
HARLEY DAVIDSON,FAT BOY ANNIVERSARY,2005,not_found,
MERCEDES-BENZ,G-CLASS,2002,not_found,
UD,UD3300,2007,not_found,
HONDA,FSC600 (SILVER WING),2004,not_found,
VOLVO TRUCK,ACL,2000,not_found,
UD,UD3300,2006,not_found,
CHEVROLET,W5,2006,not_found,
KTM,FOUR-STROKE,2004,not_found,
AUDI,A8,2001,not_found,
UD,UD2300,2009,not_found,
PIAGGIO AND VESPA,LX/S,2010,not_found,
SUBARU,OUTBACK,2003,No,0.0
GMC,W4,2004,not_found,
BMW,550I,2007,not_found,
KTM,ENDURO FOUR-STROKE/EXC-R,2007,not_found,
INTERNATIONAL,SA525,2007,not_found,
YAMAHA,YZ400F,2000,not_found,
PETERBILT,579,2004,not_found,
HONDA,NPS50 (RUCKUS),2003,not_found,
GMC,W5,2008,not_found,
BENTLEY,CONTINENTAL,2005,Standard,1.0
VAN HOOL,COMMUTER COACH,2002,not_found,
CIMC VEHICLES GROUP CO,CIMC VEHICLES GROUP CO,2007,not_found,
MOTOR COACH INDUSTRIES,102DL3 INTERCITY/D4500,2008,not_found,
ROLLS ROYCE,PHANTOM,2010,not_found,
TOYOTA,LAND CRUISER,2005,not_found,
CHRYSLER,CROSSFIRE,2007,Standard,1.0
INTERNATIONAL,F-4900,2000,not_found,
KAWASAKI,VULCAN 750,2004,not_found,
"ZONGSHEN INDUSTRIAL GROUP CO., LTD.",UM DUAL SPORTMOTO 200,2005,not_found,
PETERBILT,330,2005,not_found,
INFINITI,Q45,2004,Standard,1.0
CADILLAC,COMMERCIAL CHASSIS,2008,not_found,
HARLEY DAVIDSON,POLICE ROAD KING,2010,not_found,
HARLEY DAVIDSON,SPORTSTER 1200 ROADSTER,2007,not_found,
KAWASAKI,KX85,2005,not_found,
MITSUBISHI FUSO,FE84D,2006,not_found,
YAMAHA,YW50 ZUMA,2004,not_found,
TOYOTA,SCION XA,2007,not_found,
GMC,W4,2009,not_found,
HONDA,CRF150,2008,not_found,
TRIUMPH,DAYTONA,2010,not_found,
CHEVROLET,CAMARO,2008,not_found,
SUZUKI,VL800,2001,not_found,
AMERICAN LAFRANCE,AMERICAN LAFRANCE CONDOR,2010,not_found,
VOLVO,V40,2000,not_found,
BMW,540I,2003,not_found,
SAAB,9-7X,2005,Standard,1.0
VOLVO TRUCK,VHD,2004,not_found,
TRIUMPH,AMERICA,2009,not_found,
YAMAHA,YZ85,2005,not_found,
HONDA,TRX250 (FOURTRAX RECON),2005,not_found,
CHEVROLET,GMT-400,2002,not_found,
NEW FLYER,LOW FLOOR RE-STYLED,2008,not_found,
HONDA,CRF450,2006,not_found,
SUZUKI,DR-Z125L,2008,not_found,
BMW,R 1200 RT,2009,not_found,
TOYOTA,FJ CRUISER,2009,Standard,1.0
MERCEDES-BENZ,SL-CLASS,2000,not_found,
TRIUMPH,SPEED TRIPLE,2000,not_found,
INTERNATIONAL,7600,2003,not_found,
HARLEY DAVIDSON,CROSS BONES,2008,not_found,
HONDA,VFR800 (INTERCEPTOR),2004,not_found,
LEXUS,SC,2007,not_found,
YAMAHA,XC125 VINO 125 / YJ125 (CANADA),2009,not_found,
SUZUKI,DR-Z400S,2008,not_found,
INTERNATIONAL,MA035,2002,not_found,
UD,UD3300,2008,not_found,
SUZUKI,GSX600F,2000,not_found,
VICTORY,VEGAS,2005,not_found,
ZHEJIANG QIANJIANG MOTORCYCLE,SCOOTER,2009,not_found,
CHEVROLET,C5,2006,not_found,
TRANSCRAFT,TRANSCRAFT,2009,not_found,
INTERNATIONAL,SA615,2009,not_found,
MOTOR COACH INDUSTRIES,J4500 INTERCITY,2008,not_found,
INTERNATIONAL,SR515,2006,not_found,
KAWASAKI,ZX-12R,2004,not_found,
SAAB,9-7X,2006,Standard,1.0
SAAB,9-2X,2006,No,0.0
HONDA,CHF50 (METROPOLITAN),2002,not_found,
CHEVROLET,C6,2007,not_found,
DUCATI,MONSTER,2010,not_found,
KAWASAKI,ZZR1200,2004,not_found,
YAMAHA,XV1900A,2009,not_found,
HONDA,VFR800A (INTERCEPTOR),2005,not_found,
HONDA,INSIGHT,2001,No,0.0
CRANE CARRIER,LOW ENTRY,2004,not_found,
VAN HOOL,DOUBLE DECK COACH,2009,not_found,
PORSCHE,BOXSTER,2005,Standard,1.0
BMW,R 1200 GS,2007,not_found,
TRIUMPH,SPRINT,2001,not_found,
UD,UD2000,2007,not_found,
MITSUBISHI,MONTERO,2006,Standard,1.0
KENWORTH,T2 SERIES,2010,not_found,
HARLEY DAVIDSON,V-ROD,2005,not_found,
HARLEY DAVIDSON,SPORTSTER 883R,2007,not_found,
AUTOCAR,WX,2007,not_found,
FREIGHTLINER,CONDOR,2002,not_found,
YAMAHA,FZ6-S/FZ6-SC,2005,not_found,
DUCATI,MULTISTRADA (MTS),2007,not_found,
CRANE CARRIER,LOW ENTRY,2009,not_found,
FREIGHTLINER,SPRINTER,2007,not_found,
ROADMASTER,ROADMASTER,2004,not_found,
JAGUAR,VANDEN PLAS,2004,not_found,
INTERNATIONAL,4400,2003,not_found,
YAMAHA,FZ1-S/FZ1-SC/FZ-1,2007,not_found,
INTERNATIONAL,7400,2003,not_found,
INTERNATIONAL,F-2554,2000,not_found,
ISUZU,NQR,2001,not_found,
KIA,SOUL,2009,not_found,
NISSAN,GT-R,2010,Standard,1.0
SUZUKI,DR650SE,2007,not_found,
HARLEY DAVIDSON,ROAD KING SHRINE,2010,not_found,
JAGUAR,XJR,2003,not_found,
HYOSUNG MOTORS & MACHINERY,SCOOTER,2002,not_found,
HONDA,CBR1100XX,2003,not_found,
STERLING TRUCK,M7500 ACTERRA,2002,not_found,
JAGUAR,S-TYPE,2007,Standard,1.0
SUZUKI,SV1000 / SV1000S,2004,not_found,
HONDA,VTX1800R1 (VTX),2005,not_found,
HONDA,VT1100C2 (SHADOW SABRE),2003,not_found,
BMW,M5,2001,not_found,
SUZUKI,DR-Z400S,2005,not_found,
FREIGHTLINER,FS 65 CHASSIS,2000,not_found,
FREIGHTLINER,FL106,2000,not_found,
BMW,F 800 ST,2010,not_found,
HONDA,PILOT,2001,not_found,
SUZUKI,VL1500 / VL1500T,2008,not_found,
E-ONE,TRUCK,2008,not_found,
CHEVROLET,W5,2007,not_found,
KALMAR INDUSTRIES LLC,OTTAWA,2007,not_found,
STERLING TRUCK,L8511,2001,not_found,
MERCEDES-BENZ,SLK-CLASS,2004,not_found,
THOMAS BUILT,MVP-EF (ENGINE FRONT),2002,not_found,
STERLING TRUCK,L7500 SERIES,2005,not_found,
HONDA,VTX1800F1/VTX1800F,2008,not_found,
GMC,C4,2007,not_found,
HONDA,VFR800 (INTERCEPTOR),2003,not_found,
SATURN,SW2,2001,not_found,
TOYOTA,SCION XB,2007,not_found,
LAND ROVER,RANGE ROVER,2005,Standard,1.0
BLUE BIRD,SHELL COMMERCIAL SERIES,2002,not_found,
SAAB,9-2X,2005,No,0.0
BUELL,XB9SX,2008,not_found,
FREIGHTLINER,MT 35 CHASSIS,2004,not_found,
OSHKOSH,S SERIES,2002,not_found,
HONDA,CBR1100XX,2002,not_found,
HARLEY DAVIDSON,CVO ROAD GLIDE CUSTOM,2002,not_found,
HONDA,VTX1300R,2008,not_found,
BMW,M6,2007,not_found,
MILLENNIUM TRANSIT SERVICES,HIGH FLOOR TRANSIT,2006,not_found,
HONDA,VFR800FI (INTERCEPTOR),2002,not_found,
HONDA,CB750 (NIGHTHAWK 750),2001,not_found,
YAMAHA,FJR1300/FJR1300C/FJR13,2004,not_found,
INFINITI,Q45,2010,not_found,
HONDA,VTX1800S (VTX),2002,not_found,
HONDA,RVT1000R (RC51),2002,not_found,
KAWASAKI,ZZR1200,2002,not_found,
THOMAS BUILT,MVP-ER (ENGINE REAR),2003,not_found,
LEXUS,LX,2001,not_found,
INTERNATIONAL,DF557,2006,not_found,
HARLEY DAVIDSON,NIGHT TRAIN,2002,not_found,
HINO,CONVENTIONAL TYPE TRUCK,2000,not_found,
ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO,YY50QT-8/YY150T-8/YY250T-8,2008,not_found,
MACK,CX,2005,not_found,
DUCATI,SPORT TOURING,2006,not_found,
LOTUS,ESPRIT,2003,not_found,
BENTLEY,CONTINENTAL,2006,Standard,1.0
DUCATI,SPORT TOURING,2004,not_found,
TRIUMPH,SPEEDMASTER,2003,not_found,
E-ONE,TRUCK,2010,not_found,
ZHEJIANG LEIKE MACHINE INDUSTRY CO,ZHEJIANG LEIKE MACHINE INDUSTRY CO,2008,not_found,
SUZUKI,LS650,2006,not_found,
SUZUKI,DR-Z400S,2001,not_found,
HARLEY DAVIDSON,CROSS BONES,2010,not_found,
HONDA,VT1100C3 (SHADOW AERO),2000,not_found,
VOLKSWAGEN,TOUAREG,2009,Standard,1.0
FREIGHTLINER,CORONADO,2004,not_found,
E-TON,BEAMER,2005,not_found,
QIANJIANG MOTORCYCLES,QIANJIANG MOTORCYCLES,2006,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC SHRINE,2008,not_found,
YAMAHA,XVZ13TF/XVZ13TFC/XVZ13TFS/XVZ13TFSC/ROYAL STAR,2002,not_found,
AUDI,A8,2003,not_found,
YAMAHA,XVS950A/CT,2010,not_found,
SUZUKI,DR-Z125L,2005,not_found,
QIANJIANG MOTORCYCLES,QIANJIANG MOTORCYCLES,2008,not_found,
MITSUBISHI FUSO,FE640,2003,not_found,
NISSAN,VERSA,2004,not_found,
HARLEY DAVIDSON,FLHTP / POLICE ELECTRA GLIDE,2009,not_found,
KENWORTH,T600,2004,not_found,
MITSUBISHI,ECLIPSE SPYDER,2009,Optional,
HONDA,CN250 (HELIX),2000,not_found,
HARLEY DAVIDSON,FLTR / ROAD GLIDE,2002,not_found,
INTERNATIONAL,MA045,2008,not_found,
SAFARI MOTOR COACHES,D SERIES,2000,not_found,
SAAB,9-5,2006,Standard,1.0
OSHKOSH,S SERIES,2003,not_found,
HARLEY DAVIDSON,CVO ULTRA CLASSIC ELECTRA GLIDE,2006,not_found,
BIG BEAR AMERICAN MADE CHOPPER DBA BIG BEAR CHOPPERS,THE SLED,2007,not_found,
HONDA,CR125,2001,not_found,
HARLEY DAVIDSON,FLTRI / ROAD GLIDE,2005,not_found,
SPARTAN MOTORS CHASSIS,METRO STAR,2008,not_found,
SUZUKI,AN400,2008,not_found,
HARLEY DAVIDSON,FLTR / ROAD GLIDE,2000,not_found,
KTM,LC4 ENGINE 1-1ST VERSION,2007,not_found,
HARLEY DAVIDSON,STREET ROD,2006,not_found,
DUCATI,M600,2001,not_found,
MITSUBISHI FUSO,FG84D,2007,not_found,
KAWASAKI,KDX50,2004,not_found,
FORD,F-650,2002,not_found,
HONDA,VT600C (SHADOW VLX),2005,not_found,
WORKHORSE,P32,2002,not_found,
JEEP,RENEGADE,2005,not_found,
ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO,YY50QT-12/YY150T-12/YY250T-12,2008,not_found,
HARLEY DAVIDSON,FAT BOY SHRINE,2007,not_found,
SUZUKI,LS650PK,2003,not_found,
SAAB,9-7X,2008,Standard,1.0
GMC,C8,2006,not_found,
KYMCO,LIKE 50 (4T) / LIKE 150,2009,not_found,
FREIGHTLINER,XBS STRAIGHT RAIL REAR ENGINE SHUTTLE BUS CHASSIS,2007,not_found,
APRILIA,RSV MILLE,2000,not_found,
MACK,CHN,2005,not_found,
YAMAHA,TT-R90E,2005,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE STANDARD,2003,not_found,
KAWASAKI,VERSYS,2009,not_found,
HARLEY DAVIDSON,SPORTSTER 883 LOW,2010,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC SHRINE,2005,not_found,
HUMMER,H1,2000,not_found,
INFINITI,QX60,2007,not_found,
INTERNATIONAL,9200I,2004,not_found,
HONDA,CB750 (NIGHTHAWK 750),2000,not_found,
